,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Isuzu,Brand_Jaguar,Brand_Jeep,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo
10,1.428393755749697,-0.9253297462686272,0.4381384151117235,0.7810165935947068,-0.2706388371829059,-0.18533239666776435,-0.3576775450818007,9.95,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,-0.46669001683579964,0.09795356467434645,0.4381384151117235,-0.37116612825961515,-0.21197862660777939,0.05884122747886308,-0.3576775450818007,4.49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.48085186945694874,0.22990545250259978,0.4381384151117235,1.66209749854213,-0.6293041246993936,-0.7326181059619293,-0.3576775450818007,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,0.1650045740260326,0.45587007777087446,0.4381384151117235,-1.3635924222938007,0.9310574765989712,1.3947796768328247,-0.3576775450818007,27.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.1650045740260326,1.5892723692432131,0.4381384151117235,-1.169948267360301,1.4305072694957626,1.1676327191975715,2.138774481202568,15.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,0.7966991648878649,0.06663586977840025,0.4381384151117235,1.807330614742255,-0.2103026205913472,-0.2723367914786317,-0.3576775450818007,5.4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1.112546460318781,-0.9459695985238603,0.4381384151117235,2.436674118276128,-0.6293041246993936,-0.7326181059619293,-0.3576775450818007,5.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,0.1650045740260326,0.6189905286146171,0.4381384151117235,0.5123353286244763,-0.2723148431993381,-0.5492540050702092,-0.3576775450818007,6.34,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,0.1650045740260326,0.6497415223648272,0.4381384151117235,-0.8455943078466893,0.8707212600074125,1.0190703762301982,-0.3576775450818007,28.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0.1650045740260326,-0.7078954645624864,0.4381384151117235,1.0545389624382755,0.622672369575449,1.4378141086747593,-0.3576775450818007,18.55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.48085186945694874,-0.039486376354720305,-1.8049607180152247,1.2869119483584743,-0.6293041246993936,-0.4613140791323433,-0.3576775450818007,8.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,0.48085186945694874,-0.021799335332533545,0.4381384151117235,-1.162686611550295,0.604236303394695,1.19476312188053,-0.3576775450818007,23.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-1.098384607697632,-0.32537219119057204,0.4381384151117235,0.04032770097407127,-0.7147804315374351,-0.6203543707221006,-0.3576775450818007,1.87,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-1.098384607697632,-0.7073585897928416,0.4381384151117235,-0.9520985930601139,-0.04270201894812864,-0.17878367877877444,-0.3576775450818007,2.85,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,-0.46669001683579964,-0.1430435541439824,0.4381384151117235,-0.37116612825961515,-0.21197862660777939,0.05884122747886308,-0.3576775450818007,4.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-0.46669001683579964,-0.08100469187391755,0.4381384151117235,1.1489404879683558,-0.2723148431993381,-0.9365638916476182,-0.3576775450818007,4.25,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,-0.15084272140488353,-0.08100469187391755,-1.8049607180152247,0.6261012696479079,-1.04830562880744,-0.8617214014877325,-0.3576775450818007,2.75,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1.428393755749697,-0.57522774370804,0.4381384151117235,-0.20172749269280318,-0.7114284195045707,-0.45757195462434896,-0.3576775450818007,9.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-2.0459264939903803,6.122881535132568,-6.291158984269122,-1.339386902927113,1.4589993717751095,-0.20872067484272866,2.138774481202568,4.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,-0.15084272140488353,0.1576063168571011,0.4381384151117235,0.1637758497441776,-0.2723148431993381,-0.08803715945991272,-0.3576775450818007,7.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,-0.46669001683579964,0.9216089404377316,0.4381384151117235,-0.9206314178834205,0.29249918433830846,0.4667327988502407,-0.3576775450818007,6.75,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,-0.15084272140488353,0.45587007777087446,-1.8049607180152247,-1.7315163166674499,1.7975525870944111,1.3255503734349305,2.138774481202568,12.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,-1.098384607697632,-0.6477058376100869,0.4381384151117235,-1.436208980393863,1.8009045991272754,1.241352572005059,-0.3576775450818007,11.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.1650045740260326,-0.03832314768715659,-1.8049607180152247,-0.5430253157630962,-0.04270201894812864,-0.1806547410327715,-0.3576775450818007,6.98,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,-1.414231903128548,0.8082985376665891,-1.8049607180152247,-1.0489206705268639,-0.9427172497722123,-0.9197243313616439,-0.3576775450818007,1.85,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,1.428393755749697,-0.1980732180325736,0.4381384151117235,1.4442478242419434,-0.6293041246993936,-0.4613140791323433,-0.3576775450818007,8.63,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,1.112546460318781,-0.14065744405667222,0.4381384151117235,-0.044391616809335135,-0.7131044255210028,-0.5829331256421577,-0.3576775450818007,4.85,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,-0.15084272140488353,0.8436129669587799,0.4381384151117235,-1.595965408214,2.285270337876177,2.65026244926491,-0.3576775450818007,28.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,-0.15084272140488353,0.1576063168571011,0.4381384151117235,0.9044647423648132,-0.7114284195045707,-0.7344891682159264,-0.3576775450818007,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,-1.7300791985594641,0.9927448474156665,-1.8049607180152247,0.33079393337432045,-1.3868588441267415,-1.2509023503191388,-0.3576775450818007,1.25,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,0.1650045740260326,-1.104109044560343,0.4381384151117235,1.7105085372755047,-1.6751318789530774,-1.4155558286708874,-1.6059035582239851,1.53,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,1.112546460318781,-1.0344644563869767,0.4381384151117235,1.6911441217821552,-0.7131044255210028,-0.676486238342015,0.8905484680603836,5.58,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,0.1650045740260326,-0.6331803924535861,0.4381384151117235,0.04032770097407127,-0.7147804315374351,-0.5660935653561833,-0.3576775450818007,4.74,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.1650045740260326,-0.3084606359467611,0.4381384151117235,-0.8988464504534018,0.6293763936411778,0.6878923572727031,-0.3576775450818007,8.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.7966991648878649,-0.14062761768058085,0.4381384151117235,-0.9811452163001392,0.29249918433830846,0.4654230552724428,-0.3576775450818007,10.11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,-1.7300791985594641,0.03844994437204867,-1.8049607180152247,-0.8310709962266767,0.6159683455097202,-0.01787232493501978,-0.3576775450818007,4.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-0.46669001683579964,0.41721509435644943,0.4381384151117235,-1.7145724531107687,1.7942005750615468,0.9457247358735098,2.138774481202568,10.95,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0.1650045740260326,0.5453492060450065,0.4381384151117235,1.4684533436086302,-0.8438328948027134,-0.7887499735818437,-0.3576775450818007,3.85,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-0.46669001683579964,0.5692103069181084,-1.8049607180152247,-0.43167992667633376,1.4657033958408383,-0.1525888072228143,0.8905484680603836,5.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,0.48085186945694874,-1.2845586199131758,0.4381384151117235,-0.2961290182228844,0.57742020713178,1.1446186534734069,-0.3576775450818007,21.43,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.1650045740260326,-0.14065744405667222,0.4381384151117235,1.1053705531083187,-0.6293041246993936,-0.7326181059619293,-0.3576775450818007,4.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,0.1650045740260326,-0.11083106796529489,0.4381384151117235,-0.12911093459274067,-0.6293041246993936,-0.7139074834219579,-0.3576775450818007,3.3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,-0.15084272140488353,0.2664725895906284,0.4381384151117235,2.436674118276128,-0.6293041246993936,-0.7326181059619293,-0.3576775450818007,3.85,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,0.48085186945694874,-0.08100469187391755,-4.048059851142173,0.1371497784408207,-0.7147804315374351,-0.5829331256421577,-0.3576775450818007,3.6,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.48085186945694874,-0.5284003332445776,0.4381384151117235,-0.7971832691133146,-0.04270201894812864,-0.18626792779476287,-0.3576775450818007,3.99,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,1.112546460318781,-1.1982410875047298,0.4381384151117235,1.6548358427321244,-1.381830826077445,-1.1199279925393386,-0.3576775450818007,3.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,-1.098384607697632,-0.7371849658842189,0.4381384151117235,0.4905503611944576,-0.7147804315374351,-0.6409360555160691,-0.3576775450818007,2.07,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-1.098384607697632,1.9415815236345622,0.4381384151117235,-1.2207798580303448,0.622672369575449,0.6444837129799695,-0.3576775450818007,7.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,-1.098384607697632,-0.5194524204171643,0.4381384151117235,-0.03228885712599124,-1.04830562880744,-0.8617214014877325,-0.3576775450818007,2.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,1.112546460318781,-1.0354487267979922,0.4381384151117235,-1.1263783325002636,1.289722764115459,0.6482258374879641,3.3870004943447523,16.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,-1.098384607697632,0.45587007777087446,0.4381384151117235,0.40341049147438296,-0.37622721621813354,-0.8448818412017581,-0.3576775450818007,2.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.48085186945694874,0.038300812491591785,0.4381384151117235,-1.595965408214,0.2891471723054441,1.3629716185148735,-0.3576775450818007,26.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,-0.7825373122667157,0.24708544513123312,-1.8049607180152247,-0.6132213219264896,0.8791012900895734,1.0636016578753302,-0.3576775450818007,10.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,0.7966991648878649,3.617465943456872,0.4381384151117235,1.6136864598087552,-0.38125523426743013,-0.8261712186617867,-0.3576775450818007,2.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,-0.46669001683579964,0.26689015885590767,0.4381384151117235,-0.43167992667633376,0.57742020713178,0.5022829816761866,-0.3576775450818007,13.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-2.0459264939903803,0.18743269294847845,-1.8049607180152247,-0.46798820572636546,-0.21197862660777939,-0.6577756158020436,-0.3576775450818007,1.85,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.7966991648878649,0.18743269294847845,0.4381384151117235,1.4974999668486555,-0.6293041246993936,-0.4613140791323433,2.138774481202568,8.15,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,1.428393755749697,-1.3038861116203884,0.4381384151117235,0.9117263981748197,-0.38125523426743013,-0.45757195462434896,-0.3576775450818007,10.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-1.7300791985594641,0.4856964538622518,0.4381384151117235,-2.3802242356946732,5.333925281766323,7.23810709606591,-0.3576775450818007,14.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,0.48085186945694874,-0.029434887611926145,0.4381384151117235,-0.782659957493302,0.9310574765989712,0.5022829816761866,2.138774481202568,9.65,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,-0.46669001683579964,-0.34413298175204843,0.4381384151117235,-0.33485784920958434,-0.7147804315374351,-0.6409360555160691,-0.3576775450818007,3.48,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.48085186945694874,-0.01938339886913198,0.4381384151117235,0.3162706217543083,-0.2723148431993381,-0.08710162833291421,-0.3576775450818007,6.92,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,0.7966991648878649,-0.579105172599919,-1.8049607180152247,-0.44378268635967766,-0.7131044255210028,-0.4931221374502948,-0.3576775450818007,6.46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.1650045740260326,-0.021351939691162888,-1.8049607180152247,0.047589356784077774,0.57742020713178,1.3955281017344239,-0.3576775450818007,29.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,-2.3617737894212962,5.168437500208493,-4.048059851142173,-1.436208980393863,0.6277003876247456,0.35259800135641495,3.3870004943447523,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,-0.46669001683579964,1.4103141126949492,0.4381384151117235,-1.339386902927113,1.4589993717751095,-0.20872067484272866,2.138774481202568,11.75,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,-0.46669001683579964,1.144859365481691,0.4381384151117235,1.1053705531083187,-0.6293041246993936,-0.7326181059619293,-0.3576775450818007,3.75,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,1.112546460318781,0.3962173255881198,0.4381384151117235,-0.18478362913612192,-0.7214844556031638,-0.45757195462434896,-0.3576775450818007,4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,0.7966991648878649,-0.05284859284365735,0.4381384151117235,-0.08069989585936596,-0.7131044255210028,-0.49499319970429184,-0.3576775450818007,4.82,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,-0.46669001683579964,0.40626881433091394,0.4381384151117235,0.40341049147438296,-0.37622721621813354,-0.8448818412017581,-0.3576775450818007,2.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-0.15084272140488353,1.2802114601843613,0.4381384151117235,1.177987111208381,-0.6293041246993936,-0.7337407433143277,-0.3576775450818007,3.11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,-1.414231903128548,-0.14065744405667222,0.4381384151117235,-0.12911093459274067,-0.21197862660777939,0.07755185001883452,-0.3576775450818007,3.25,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-0.7825373122667157,0.5453492060450065,-1.8049607180152247,-0.3881099918162964,0.622672369575449,1.96171153979396,-0.3576775450818007,13.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,-1.414231903128548,1.171106576442103,0.4381384151117235,0.4905503611944576,-0.7147804315374351,-0.6409360555160691,-0.3576775450818007,2.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
